iter	Passed	Remaining
542	15166	12764
543	15192	12734
544	15221	12707
545	15243	12674
546	15269	12645
547	15297	12617
548	15324	12589
549	15349	12558
550	15371	12525
551	15398	12497
552	15424	12467
553	15451	12439
554	15475	12408
555	15505	12381
556	15530	12351
557	15555	12321
558	15583	12293
559	15607	12263
560	15633	12233
561	15662	12206
562	15686	12175
563	15715	12149
564	15739	12118
565	15766	12089
566	15796	12063
567	15821	12033
568	15849	12005
569	15878	11978
570	15904	11949
571	15934	11923
572	15962	11895
573	15991	11867
574	16015	11837
575	16042	11809
576	16070	11781
577	16097	11752
578	16125	11724
579	16154	11698
580	16180	11668
581	16207	11640
582	16235	11612
583	16356	11651
584	16390	11627
585	16447	11619
586	16471	11589
587	16498	11560
588	16522	11529
589	16551	11501
590	16578	11473
591	16603	11442
592	16629	11413
593	16659	11386
594	16683	11355
595	16706	11324
596	16733	11295
597	16762	11268
598	16792	11241
599	16816	11211
600	16845	11183
601	16879	11159
602	16910	11133
603	16935	11103
604	16964	11075
605	16995	11050
606	17024	11022
607	17049	10992
608	17074	10962
609	17099	10932
610	17129	10905
611	17159	10878
612	17189	10851
613	17213	10821
614	17242	10793
615	17269	10765
616	17298	10737
617	17326	10709
618	17351	10679
619	17376	10650
620	17407	10623
621	17437	10597
622	17467	10570
623	17489	10538
624	17520	10512
625	17545	10482
626	17575	10455
627	17609	10430
628	17639	10404
629	17668	10376
630	17692	10346
631	17723	10319
632	17750	10291
633	17775	10261
634	17803	10233
635	17830	10204
636	17856	10175
637	17884	10147
638	17915	10121
639	17940	10091
640	17967	10062
641	17994	10034
642	18021	10005
643	18048	9977
644	18072	9946
645	18099	9918
646	18129	9891
647	18156	9862
648	18185	9835
649	18213	9807
650	18242	9779
651	18266	9749
652	18292	9720
653	18315	9689
654	18341	9660
655	18368	9632
656	18395	9603
657	18416	9572
658	18444	9544
659	18470	9515
660	18497	9486
661	18517	9454
662	18546	9427
663	18575	9399
664	18601	9370
665	18626	9341
666	18656	9314
667	18680	9284
668	18704	9254
669	18725	9223
670	18756	9196
671	18783	9167
672	18810	9139
673	18839	9112
674	18870	9086
675	18893	9055
676	18921	9027
677	18951	9000
678	18986	8975
679	19013	8947
680	19042	8920
681	19072	8893
682	19094	8862
683	19121	8834
684	19153	8807
685	19177	8778
686	19205	8750
687	19233	8722
688	19257	8692
689	19284	8664
690	19308	8634
691	19337	8606
692	19362	8577
693	19389	8549
694	19416	8521
695	19444	8492
696	19470	8464
697	19495	8435
698	19520	8405
699	19548	8378
700	19576	8350
701	19605	8322
702	19642	8298
703	19668	8269
704	19695	8241
705	19723	8213
706	19748	8184
707	19774	8155
708	19801	8127
709	19831	8100
710	19855	8070
711	19876	8039
712	19900	8010
713	19928	7982
714	19953	7953
715	19976	7923
716	20000	7894
717	20028	7866
718	20057	7838
719	20076	7807
720	20103	7779
721	20128	7750
722	20154	7721
723	20178	7692
724	20209	7665
725	20237	7637
726	20262	7608
727	20286	7579
728	20311	7550
729	20341	7523
730	20365	7494
731	20387	7464
732	20415	7436
733	20443	7408
734	20467	7379
735	20489	7349
736	20518	7321
737	20542	7292
738	20564	7262
739	20588	7233
740	20619	7207
741	20643	7178
742	20671	7150
743	20698	7122
744	20727	7094
745	20751	7065
746	20779	7037
747	20807	7010
748	20835	6982
749	20866	6955
750	20894	6927
751	20922	6899
752	20947	6871
753	20975	6843
754	20999	6814
755	21027	6786
756	21054	6758
757	21082	6730
758	21111	6703
759	21137	6675
760	21160	6645
761	21189	6618
762	21212	6588
763	21239	6560
764	21263	6532
765	21291	6504
766	21316	6475
767	21342	6447
768	21369	6419
769	21400	6392
770	21425	6363
771	21455	6336
772	21483	6308
773	21511	6281
774	21539	6253
775	21568	6225
776	21600	6199
777	21625	6170
778	21653	6143
779	21680	6115
780	21705	6086
781	21734	6058
782	21763	6031
783	21794	6004
784	21830	5979
785	21864	5952
786	21895	5926
787	21930	5900
788	21963	5873
789	21996	5847
790	22028	5820
791	22058	5793
792	22084	5764
793	22112	5737
794	22136	5708
795	22165	5680
796	22191	5652
797	22222	5625
798	22250	5597
799	22282	5570
800	22311	5543
801	22341	5515
802	22366	5487
803	22396	5459
804	22422	5431
805	22448	5403
806	22479	5376
807	22506	5348
808	22530	5319
809	22558	5291
810	22585	5263
811	22609	5234
812	22633	5205
813	22661	5178
814	22687	5149
815	22709	5120
816	22736	5092
817	22763	5064
818	22795	5037
819	22824	5010
820	22850	4981
821	22880	4954
822	22938	4933
823	22988	4910
824	23023	4883
825	23059	4857
826	23092	4830
827	23120	4802
828	23151	4775
829	23182	4748
830	23207	4719
831	23238	4692
832	23272	4665
833	23302	4638
834	23333	4610
835	23365	4583
836	23395	4556
837	23425	4528
838	23454	4500
839	23484	4473
840	23514	4445
841	23541	4417
842	23570	4389
843	23600	4362
844	23631	4334
845	23661	4307
846	23688	4279
847	23717	4251
848	23748	4223
849	23777	4195
850	23801	4167
851	23832	4139
852	23863	4112
853	23890	4084
854	23919	4056
855	23955	4029
856	23986	4002
857	24015	3974
858	24045	3946
859	24079	3919
860	24111	3892
861	24146	3865
862	24178	3838
863	24207	3810
864	24249	3784
865	24283	3757
866	24311	3729
867	24345	3702
868	24375	3674
869	24396	3645
870	24425	3617
871	24453	3589
872	24482	3561
873	24508	3533
874	24538	3505
875	24564	3477
876	24592	3449
877	24624	3421
878	24655	3393
879	24688	3366
880	24719	3339
881	24748	3311
882	24779	3283
883	24812	3255
884	24842	3228
885	24869	3199
886	24901	3172
887	24926	3143
888	24952	3115
889	24978	3087
890	25010	3059
891	25036	3031
892	25065	3003
893	25092	2975
894	25116	2946
895	25143	2918
896	25170	2890
897	25198	2862
898	25226	2834
899	25253	2805
900	25277	2777
901	25305	2749
902	25336	2721
903	25359	2693
904	25386	2664
905	25413	2636
906	25441	2608
907	25470	2580
908	25495	2552
909	25521	2524
910	25549	2496
911	25574	2467
912	25602	2439
913	25626	2411
914	25653	2383
915	25677	2354
916	25703	2326
917	25730	2298
918	25757	2270
919	25783	2242
920	25812	2214
921	25838	2185
922	25867	2158
923	25897	2130
924	25924	2101
925	25952	2073
926	25983	2046
927	26011	2018
928	26035	1989
929	26065	1961
930	26096	1934
931	26120	1905
932	26148	1877
933	26172	1849
934	26199	1821
935	26224	1793
936	26249	1764
937	26279	1737
938	26310	1709
939	26338	1681
940	26362	1652
941	26388	1624
942	26415	1596
943	26442	1568
944	26466	1540
945	26494	1512
946	26524	1484
947	26557	1456
948	26582	1428
949	26612	1400
950	26646	1372
951	26688	1345
952	26722	1317
953	26756	1290
954	26786	1262
955	26816	1234
956	26841	1206
957	26866	1177
958	26895	1149
959	26926	1121
960	26954	1093
961	26986	1066
962	27016	1038
963	27043	1009
964	27072	981
965	27102	953
966	27135	926
967	27166	898
968	27188	869
969	27217	841
970	27246	813
971	27270	785
972	27300	757
973	27331	729
974	27357	701
975	27383	673
976	27411	645
977	27443	617
978	27473	589
979	27502	561
980	27532	533
981	27564	505
982	27593	477
983	27619	449
984	27648	421
985	27674	392
986	27704	364
987	27729	336
988	27762	308
989	27794	280
990	27829	252
991	27855	224
992	27880	196
993	27907	168
994	27939	140
995	27969	112
996	27994	84
997	28016	56
998	28041	28
999	28068	0
