iter	RMSE
595	155.290032
596	155.2581155
597	155.2376938
598	155.2202239
599	155.2090102
600	155.1893569
601	155.1765859
602	155.1561102
603	155.1406328
604	155.1286055
605	155.1044315
606	155.0466618
607	155.0273516
608	155.0075792
609	154.9915225
610	154.965587
611	154.9464182
612	154.9207407
613	154.8954191
614	154.8708828
615	154.852792
616	154.8356159
617	154.8176674
618	154.8012802
619	154.7775064
620	154.7418912
621	154.7275374
622	154.7060013
623	154.6959492
624	154.6799544
625	154.6419644
626	154.6310403
627	154.5955355
628	154.5838045
629	154.5674582
630	154.55919
631	154.5401395
632	154.5282963
633	154.5086036
634	154.4692473
635	154.4586454
636	154.4267283
637	154.4062131
638	154.3830647
639	154.3719086
640	154.3149586
641	154.3070808
642	154.2933322
643	154.2751941
644	154.2636029
645	154.243698
646	154.1818754
647	154.1685278
648	154.1597069
649	154.1419239
650	154.1281399
651	154.1173606
652	154.105255
653	154.091667
654	154.0776027
655	154.0653261
656	154.0525598
657	154.0294503
658	154.0175723
659	153.9638431
660	153.9423357
661	153.9276841
662	153.9128968
663	153.8945917
664	153.8727849
665	153.8373399
666	153.820355
667	153.7991786
668	153.7840301
669	153.7823086
670	153.763237
671	153.7497178
672	153.7263945
673	153.7054657
674	153.6922052
675	153.6763998
676	153.6297097
677	153.6183507
678	153.587276
679	153.571638
680	153.5633881
681	153.5511551
682	153.5022136
683	153.4875745
684	153.4728283
685	153.4562757
686	153.4378842
687	153.4204816
688	153.4114085
689	153.3937008
690	153.3682844
691	153.3465368
692	153.330428
693	153.3082866
694	153.3004767
695	153.2868872
696	153.2690551
697	153.2654896
698	153.2547238
699	153.22863
700	153.2061841
701	153.1907234
702	153.1772727
703	153.1650416
704	153.1394416
705	153.1137097
706	153.1002971
707	153.0863792
708	153.0664086
709	153.0465001
710	153.0431968
711	153.0285329
712	153.0158294
713	152.9877149
714	152.976406
715	152.9667405
716	152.9545958
717	152.9404276
718	152.9235683
719	152.9136579
720	152.9002348
721	152.8819248
722	152.8614167
723	152.8470048
724	152.810909
725	152.7986243
726	152.7729726
727	152.7495706
728	152.7254147
729	152.6940882
730	152.6840192
731	152.6740127
732	152.6536952
733	152.6306755
734	152.6209911
735	152.6135121
736	152.5960707
737	152.5862028
738	152.5688804
739	152.5625351
740	152.5459199
741	152.5368614
742	152.5255392
743	152.5048537
744	152.4941525
745	152.4808021
746	152.4658987
747	152.436016
748	152.3990993
749	152.3854992
750	152.3635996
751	152.3363783
752	152.3254674
753	152.3141827
754	152.2898786
755	152.2772225
756	152.2614549
757	152.2426312
758	152.2234993
759	152.2109233
760	152.2038525
761	152.16746
762	152.152142
763	152.1388887
764	152.1169335
765	152.1083023
766	152.0981144
767	152.0859879
768	152.0748107
769	152.0621182
770	152.048927
771	152.0291185
772	152.0021037
773	151.9857706
774	151.9677432
775	151.9585973
776	151.9377385
777	151.925365
778	151.9117233
779	151.886473
780	151.877574
781	151.8649593
782	151.8393549
783	151.8273229
784	151.8154169
785	151.7966181
786	151.7812214
787	151.7686239
788	151.7546599
789	151.744788
790	151.7149691
791	151.6918472
792	151.6890229
793	151.6731061
794	151.6692259
795	151.6567339
796	151.6460746
797	151.6325041
798	151.6199286
799	151.6071756
800	151.5973112
801	151.586737
802	151.5747605
803	151.5607983
804	151.5497797
805	151.5345206
806	151.5255862
807	151.5133592
808	151.4949748
809	151.4765665
810	151.4600121
811	151.4440273
812	151.4323599
813	151.4211261
814	151.4078746
815	151.4013419
816	151.3840805
817	151.370667
818	151.3443346
819	151.3218021
820	151.3042307
821	151.2996362
822	151.2825593
823	151.2666281
824	151.2552309
825	151.2449721
826	151.2358282
827	151.2256134
828	151.2082991
829	151.197174
830	151.1841315
831	151.1669146
832	151.1469235
833	151.136551
834	151.1241159
835	151.108551
836	151.0969585
837	151.0893539
838	151.0779217
839	151.0701678
840	151.0623132
841	151.0500093
842	151.0391198
843	151.0179387
844	151.0037012
845	150.9922061
846	150.9885133
847	150.9737494
848	150.9580095
849	150.9517707
850	150.9423125
851	150.9273112
852	150.9216963
853	150.9071071
854	150.8937814
855	150.8799312
856	150.868918
857	150.8462007
858	150.83716
859	150.8099162
860	150.7863115
861	150.7618985
862	150.7499198
863	150.7416116
864	150.7339335
865	150.7227315
866	150.7108711
867	150.6878881
868	150.6724985
869	150.6656235
870	150.6538659
871	150.6273813
872	150.6129793
873	150.6033715
874	150.5926581
875	150.5806974
876	150.5623173
877	150.5375985
878	150.5185182
879	150.5054131
880	150.4960447
881	150.4852237
882	150.4709167
883	150.4583625
884	150.4440546
885	150.4294699
886	150.4174097
887	150.4125138
888	150.4031225
889	150.3868529
890	150.3748008
891	150.3665937
892	150.3457924
893	150.3275906
894	150.3162414
895	150.3063688
896	150.2940031
897	150.2707751
898	150.2594886
899	150.2461145
900	150.2335209
901	150.2168066
902	150.1970677
903	150.1901806
904	150.1768752
905	150.1692231
906	150.1503058
907	150.126381
908	150.1138008
909	150.0979834
910	150.0787691
911	150.0692984
912	150.0569019
913	150.051285
914	150.0305858
915	150.018463
916	150.0060646
917	149.9966508
918	149.9860875
919	149.9725986
920	149.9635448
921	149.9551298
922	149.9444689
923	149.9180289
924	149.906409
925	149.8771031
926	149.870289
927	149.8573167
928	149.846171
929	149.8366186
930	149.8170702
931	149.8040837
932	149.7952798
933	149.7881823
934	149.7822149
935	149.773985
936	149.7590973
937	149.7497051
938	149.7358976
939	149.7260536
940	149.710988
941	149.7041685
942	149.6926047
943	149.6832422
944	149.6744085
945	149.6592503
946	149.6450329
947	149.6311181
948	149.6196236
949	149.6099678
950	149.6011358
951	149.5869661
952	149.5824918
953	149.5722018
954	149.5614273
955	149.5447564
956	149.5361272
957	149.5269835
958	149.5134225
959	149.5032623
960	149.4913047
961	149.4839517
962	149.4802465
963	149.4721922
964	149.4592011
965	149.440935
966	149.4199985
967	149.4056082
968	149.4032592
969	149.3911456
970	149.3803134
971	149.3679794
972	149.3520367
973	149.3344424
974	149.3206017
975	149.3084505
976	149.2933102
977	149.2839844
978	149.2732734
979	149.2654432
980	149.2593231
981	149.2496255
982	149.2390135
983	149.1699083
984	149.1547667
985	149.1523641
986	149.1365646
987	149.1339693
988	149.1145715
989	149.1060965
990	149.0899983
991	149.079187
992	149.0689423
993	149.0570257
994	149.0449771
995	149.0214271
996	149.0086901
997	148.9934718
998	148.9838395
999	148.975901
