iter	Passed	Remaining
320	6594	13949
321	6612	13923
322	6633	13902
323	6651	13878
324	6671	13857
325	6692	13837
326	6712	13814
327	6732	13794
328	6753	13773
329	6772	13750
330	6793	13729
331	6811	13705
332	6831	13684
333	6851	13662
334	6872	13642
335	6892	13620
336	6912	13600
337	6931	13575
338	6952	13556
339	6972	13534
340	6992	13513
341	7014	13495
342	7032	13469
343	7051	13447
344	7073	13429
345	7094	13410
346	7114	13388
347	7133	13365
348	7152	13341
349	7172	13320
350	7193	13300
351	7212	13277
352	7231	13254
353	7251	13232
354	7269	13208
355	7288	13184
356	7306	13159
357	7325	13136
358	7346	13116
359	7364	13092
360	7384	13071
361	7405	13050
362	7423	13026
363	7443	13004
364	7463	12983
365	7482	12961
366	7503	12941
367	7522	12918
368	7541	12895
369	7560	12873
370	7580	12851
371	7599	12829
372	7619	12808
373	7639	12787
374	7661	12768
375	7680	12745
376	7701	12726
377	7721	12705
378	7742	12686
379	7763	12666
380	7783	12645
381	7801	12620
382	7819	12597
383	7838	12574
384	7856	12550
385	7875	12527
386	7895	12506
387	7915	12485
388	7935	12463
389	7953	12440
390	7972	12418
391	7992	12395
392	8010	12372
393	8028	12349
394	8048	12326
395	8067	12304
396	8085	12281
397	8105	12259
398	8123	12236
399	8144	12217
400	8164	12196
401	8183	12173
402	8208	12160
403	8227	12138
404	8246	12114
405	8264	12091
406	8283	12069
407	8303	12048
408	8323	12027
409	8344	12008
410	8365	11988
411	8383	11965
412	8401	11940
413	8419	11917
414	8438	11894
415	8457	11872
416	8475	11849
417	8496	11829
418	8515	11807
419	8534	11785
420	8553	11763
421	8573	11742
422	8592	11721
423	8612	11700
424	8630	11677
425	8650	11655
426	8668	11632
427	8687	11610
428	8706	11587
429	8726	11567
430	8746	11547
431	8766	11525
432	8783	11502
433	8803	11481
434	8822	11459
435	8841	11437
436	8862	11417
437	8881	11395
438	8900	11373
439	8920	11352
440	8941	11333
441	8961	11313
442	8981	11293
443	9000	11271
444	9020	11249
445	9039	11227
446	9058	11206
447	9077	11185
448	9097	11163
449	9118	11144
450	9137	11122
451	9156	11101
452	9176	11080
453	9195	11058
454	9214	11037
455	9233	11015
456	9253	10995
457	9272	10973
458	9292	10952
459	9311	10930
460	9330	10908
461	9349	10887
462	9369	10867
463	9392	10849
464	9415	10833
465	9436	10813
466	9457	10793
467	9476	10772
468	9496	10751
469	9517	10732
470	9538	10712
471	9559	10693
472	9578	10671
473	9596	10648
474	9613	10625
475	9633	10604
476	9652	10583
477	9673	10563
478	9692	10542
479	9711	10521
480	9729	10498
481	9749	10477
482	9772	10460
483	9790	10438
484	9810	10417
485	9828	10394
486	9849	10375
487	9870	10355
488	9889	10334
489	9909	10313
490	9928	10292
491	9948	10271
492	9968	10251
493	9987	10230
494	10008	10210
495	10029	10191
496	10050	10171
497	10070	10151
498	10090	10130
499	10110	10110
500	10133	10093
501	10154	10073
502	10176	10055
503	10197	10035
504	10217	10015
505	10235	9992
506	10256	9973
507	10276	9952
508	10295	9931
509	10314	9910
510	10333	9888
511	10352	9867
512	10372	9846
513	10391	9825
514	10411	9805
515	10431	9784
516	10451	9764
517	10471	9743
518	10493	9725
519	10527	9718
520	10553	9702
521	10573	9682
522	10593	9662
523	10612	9640
524	10630	9618
525	10650	9597
526	10669	9575
527	10687	9554
528	10707	9533
529	10736	9520
530	10755	9499
531	10777	9480
532	10797	9460
533	10822	9443
534	10858	9437
535	10881	9419
536	10904	9401
537	10923	9380
538	10943	9360
539	10961	9337
540	10980	9316
541	11000	9295
542	11020	9274
543	11040	9254
544	11059	9233
545	11078	9212
546	11098	9190
547	11115	9168
548	11138	9149
549	11156	9128
550	11175	9106
551	11193	9084
552	11212	9063
553	11231	9041
554	11250	9020
555	11276	9004
556	11298	8986
557	11316	8964
558	11335	8942
559	11357	8923
560	11375	8901
561	11395	8881
562	11415	8861
563	11435	8840
564	11457	8820
565	11477	8800
566	11496	8779
567	11516	8758
568	11536	8738
569	11556	8717
570	11575	8696
571	11593	8674
572	11610	8652
573	11629	8630
574	11650	8610
575	11668	8589
576	11686	8567
577	11705	8546
578	11727	8527
579	11747	8506
580	11765	8484
581	11785	8464
582	11805	8444
583	11825	8423
584	11844	8402
585	11865	8382
586	11884	8361
587	11907	8343
588	11932	8326
589	11956	8308
590	11978	8289
591	12000	8270
592	12024	8252
593	12048	8235
594	12068	8214
595	12088	8194
596	12109	8174
597	12128	8153
598	12152	8135
599	12172	8114
600	12189	8092
601	12210	8072
602	12229	8051
603	12250	8031
604	12269	8010
605	12290	7990
606	12310	7970
607	12332	7951
608	12367	7940
609	12392	7922
610	12421	7908
611	12449	7892
612	12471	7873
613	12493	7854
614	12517	7835
615	12535	7814
616	12556	7794
617	12576	7773
618	12598	7754
619	12617	7733
620	12638	7713
621	12658	7692
622	12680	7673
623	12699	7652
624	12720	7632
625	12740	7612
626	12762	7592
627	12783	7572
628	12803	7551
629	12824	7531
630	12846	7512
631	12866	7492
632	12888	7472
633	12911	7453
634	12930	7432
635	12950	7411
636	12969	7390
637	12987	7369
638	13008	7348
639	13026	7327
640	13046	7306
641	13066	7286
642	13085	7265
643	13106	7245
644	13123	7223
645	13144	7202
646	13164	7182
647	13181	7160
648	13201	7139
649	13220	7118
650	13239	7097
651	13259	7077
652	13276	7055
653	13300	7036
654	13321	7016
655	13346	6998
656	13369	6979
657	13390	6959
658	13410	6939
659	13433	6920
660	13456	6901
661	13474	6879
662	13495	6859
663	13514	6838
664	13535	6818
665	13559	6800
666	13585	6782
667	13606	6762
668	13625	6741
669	13646	6721
670	13669	6702
671	13689	6681
672	13708	6660
673	13726	6639
674	13746	6618
675	13765	6597
676	13783	6576
677	13800	6554
678	13820	6533
679	13839	6512
680	13858	6491
681	13876	6470
682	13895	6449
683	13913	6427
684	13931	6406
685	13952	6386
686	13970	6364
687	13990	6344
688	14010	6323
689	14027	6302
690	14044	6280
691	14063	6259
692	14081	6238
693	14099	6216
694	14118	6195
695	14137	6174
696	14155	6153
697	14174	6132
698	14195	6112
699	14212	6091
700	14232	6070
701	14251	6049
702	14271	6029
703	14290	6008
704	14309	5987
705	14329	5967
706	14348	5946
707	14368	5926
708	14388	5905
709	14407	5884
710	14428	5864
711	14448	5844
712	14469	5824
713	14489	5803
714	14508	5783
715	14528	5762
716	14549	5742
717	14572	5723
718	14594	5703
719	14613	5682
720	14632	5662
721	14653	5642
722	14673	5621
723	14693	5601
724	14714	5581
725	14737	5562
726	14758	5542
727	14778	5521
728	14799	5501
729	14820	5481
730	14841	5461
731	14861	5441
732	14882	5421
733	14903	5400
734	14924	5381
735	14944	5360
736	14964	5340
737	14983	5319
738	15005	5299
739	15026	5279
740	15046	5259
741	15065	5238
742	15086	5218
743	15108	5198
744	15130	5178
745	15150	5158
746	15170	5137
747	15195	5119
748	15211	5097
749	15232	5077
750	15252	5057
751	15270	5036
752	15289	5015
753	15310	4995
754	15328	4973
755	15348	4953
756	15366	4932
757	15385	4911
758	15407	4892
759	15426	4871
760	15447	4851
761	15470	4831
762	15491	4811
763	15512	4791
764	15532	4771
765	15552	4750
766	15569	4729
767	15588	4708
768	15605	4687
769	15622	4666
770	15641	4645
771	15661	4625
772	15679	4604
773	15698	4583
774	15718	4563
775	15737	4542
776	15756	4522
777	15775	4501
778	15793	4480
779	15811	4459
780	15831	4439
781	15850	4418
782	15870	4398
783	15888	4377
784	15907	4356
785	15925	4336
786	15944	4315
787	15961	4294
788	15981	4273
789	16000	4253
790	16020	4232
791	16037	4211
792	16057	4191
793	16073	4170
794	16093	4149
795	16111	4129
796	16131	4108
797	16154	4089
798	16173	4068
799	16191	4047
800	16209	4027
801	16228	4006
802	16247	3986
803	16266	3965
804	16286	3945
805	16305	3924
806	16324	3904
807	16343	3883
808	16361	3862
809	16383	3842
810	16402	3822
811	16420	3801
812	16441	3781
813	16461	3761
814	16480	3740
815	16499	3720
816	16518	3699
817	16537	3679
818	16557	3659
819	16576	3638
820	16594	3618
821	16612	3597
822	16629	3576
823	16647	3555
824	16666	3535
825	16689	3515
826	16708	3495
827	16727	3474
828	16746	3454
829	16768	3434
830	16788	3414
831	16807	3393
832	16827	3373
833	16845	3353
834	16864	3332
835	16883	3312
836	16901	3291
837	16920	3271
838	16938	3250
839	16956	3229
840	16975	3209
841	16994	3188
842	17012	3168
843	17030	3147
844	17047	3127
845	17066	3106
846	17085	3086
847	17104	3065
848	17124	3045
849	17143	3025
850	17162	3004
851	17180	2984
852	17201	2964
853	17221	2944
854	17240	2923
855	17259	2903
856	17277	2882
857	17296	2862
858	17315	2842
859	17335	2822
860	17354	2801
861	17377	2782
862	17397	2761
863	17415	2741
864	17435	2721
865	17454	2700
866	17473	2680
867	17493	2660
868	17511	2639
869	17531	2619
870	17549	2599
871	17568	2578
872	17589	2558
873	17607	2538
874	17626	2518
875	17645	2497
876	17666	2477
877	17686	2457
878	17705	2437
879	17724	2417
880	17743	2396
881	17762	2376
882	17783	2356
883	17801	2335
884	17821	2315
885	17840	2295
886	17860	2275
887	17880	2255
888	17900	2235
889	17919	2214
890	17940	2194
891	17959	2174
892	17981	2154
893	17997	2133
894	18017	2113
895	18035	2093
896	18055	2073
897	18074	2052
898	18092	2032
899	18109	2012
900	18127	1991
901	18145	1971
902	18164	1951
903	18183	1930
904	18203	1910
905	18221	1890
906	18241	1870
907	18257	1849
908	18276	1829
909	18295	1809
910	18314	1789
911	18333	1768
912	18354	1748
913	18374	1728
914	18395	1708
915	18417	1688
916	18436	1668
917	18455	1648
918	18474	1628
919	18492	1608
920	18511	1587
921	18532	1567
922	18551	1547
923	18570	1527
924	18590	1507
925	18609	1487
926	18628	1466
927	18647	1446
928	18666	1426
929	18685	1406
930	18704	1386
931	18724	1366
932	18741	1345
933	18761	1325
934	18780	1305
935	18801	1285
936	18820	1265
937	18839	1245
938	18858	1225
939	18877	1204
940	18895	1184
941	18914	1164
942	18932	1144
943	18950	1124
944	18969	1104
945	18986	1083
946	19005	1063
947	19025	1043
948	19041	1023
949	19061	1003
950	19081	983
951	19100	963
952	19118	942
953	19138	922
954	19156	902
955	19175	882
956	19198	862
957	19217	842
958	19234	822
959	19252	802
960	19271	782
961	19289	761
962	19307	741
963	19326	721
964	19347	701
965	19368	681
966	19387	661
967	19406	641
968	19424	621
969	19442	601
970	19461	581
971	19479	561
972	19497	541
973	19515	520
974	19535	500
975	19554	480
976	19574	460
977	19593	440
978	19613	420
979	19630	400
980	19650	380
981	19669	360
982	19682	340
983	19702	320
984	19715	300
985	19734	280
986	19754	260
987	19773	240
988	19793	220
989	19813	200
990	19832	180
991	19851	160
992	19870	140
993	19890	120
994	19908	100
995	19925	80
996	19945	60
997	19964	40
998	19983	20
999	20005	0
