iter	RMSE
411	4098.466426
412	4098.45868
413	4098.451599
414	4098.444491
415	4097.650511
416	4097.643973
417	4097.206242
418	4097.1992
419	4096.95156
420	4096.948673
421	4096.941549
422	4096.935034
423	4095.258289
424	4095.255368
425	4095.249863
426	4095.240099
427	4094.963641
428	4094.957548
429	4094.927284
430	4094.908645
431	4094.898392
432	4094.890136
433	4094.876629
434	4094.697584
435	4094.68756
436	4094.681764
437	4094.673779
438	4094.667875
439	4094.653201
440	4094.643946
441	4094.556206
442	4094.546711
443	4094.539343
444	4094.52694
445	4094.520279
446	4094.509456
447	4094.345515
448	4094.177794
449	4094.170847
450	4094.150544
451	4094.130999
452	4094.09344
453	4094.086208
454	4094.031037
455	4094.023236
456	4093.461685
457	4093.45663
458	4093.445982
459	4093.185699
460	4093.177285
461	4093.169318
462	4093.160478
463	4093.057123
464	4093.054418
465	4093.051536
466	4092.766598
467	4092.748956
468	4092.744901
469	4092.728413
470	4092.713746
471	4092.701789
472	4092.544992
473	4092.540514
474	4092.533917
475	4092.525876
476	4092.518002
477	4092.506329
478	4092.500233
479	4092.492021
480	4092.488191
481	4091.786958
482	4091.756169
483	4091.722937
484	4091.70402
485	4091.701293
486	4091.696891
487	4091.689897
488	4091.683957
489	4091.523508
490	4091.518356
491	4091.513574
492	4091.222901
493	4091.21506
494	4091.211364
495	4091.183213
496	4091.179555
497	4091.175417
498	4091.172007
499	4091.166917
500	4091.161472
501	4091.153573
502	4090.251955
503	4090.247195
504	4090.234021
505	4090.229441
506	4089.895019
507	4089.888589
508	4089.881714
509	4089.877999
510	4089.871768
511	4089.864718
512	4088.310071
513	4088.288312
514	4088.173854
515	4088.169353
516	4088.164117
517	4088.141602
518	4087.518446
519	4087.513695
520	4087.503783
521	4087.476855
522	4087.461114
523	4087.455102
524	4087.449708
525	4087.289361
526	4087.285984
527	4087.28242
528	4087.249578
529	4087.245708
530	4087.239247
531	4087.226009
532	4087.198966
533	4087.193349
534	4086.779572
535	4086.777238
536	4085.887719
537	4085.882865
538	4085.876045
539	4085.866336
540	4085.86095
541	4085.854108
542	4085.312016
543	4085.30844
544	4085.279691
545	4084.808221
546	4084.803669
547	4084.800799
548	4084.794138
549	4084.790108
550	4084.784233
551	4084.778271
552	4084.773388
553	4084.769298
554	4084.761473
555	4084.758202
556	4084.753175
557	4084.747202
558	4084.740133
559	4084.735172
560	4084.732564
561	4084.673876
562	4084.210477
563	4084.206373
564	4084.202325
565	4084.182201
566	4084.159913
567	4084.137268
568	4083.411824
569	4083.407793
570	4083.399697
571	4083.397776
572	4083.392802
573	4083.376884
574	4083.368421
575	4083.357476
576	4083.3506
577	4083.346234
578	4083.335742
579	4083.331989
580	4083.328502
581	4082.928458
582	4082.879145
583	4082.870386
584	4082.865874
585	4082.802365
586	4082.796284
587	4082.751447
588	4082.74663
589	4082.744112
590	4082.742616
591	4082.738118
592	4082.733918
593	4082.731139
594	4082.714029
595	4082.698038
596	4082.241793
597	4082.238651
598	4082.20668
599	4082.204832
600	4082.199453
601	4082.151612
602	4082.144916
603	4082.139472
604	4082.134424
605	4082.12274
606	4082.114077
607	4082.110215
608	4082.10885
609	4082.070081
610	4082.067514
611	4082.039444
612	4081.82054
613	4081.815286
614	4081.793257
615	4081.791384
616	4081.783802
617	4081.758542
618	4081.73841
619	4081.735799
620	4081.730704
621	4081.717213
622	4081.689031
623	4081.684981
624	4081.682584
625	4081.676138
626	4081.621425
627	4081.611547
628	4081.608659
629	4081.605013
630	4081.601996
631	4081.60001
632	4081.596556
633	4081.58953
634	4081.582007
635	4081.342007
636	4081.334246
637	4081.331694
638	4081.303769
639	4081.300229
640	4081.278268
641	4081.275087
642	4081.23003
643	4081.222212
644	4081.216239
645	4081.210489
646	4081.190637
647	4081.185089
648	4081.181954
649	4081.177794
650	4081.174941
651	4081.10369
652	4081.100721
653	4081.060669
654	4081.057345
655	4081.051172
656	4081.048606
657	4081.035895
658	4081.030983
659	4081.027435
660	4081.022764
661	4081.0191
662	4081.016252
663	4081.01236
664	4081.009122
665	4081.000653
666	4080.997669
667	4080.996971
668	4080.978556
669	4080.837663
670	4080.581959
671	4080.434634
672	4080.433235
673	4080.429499
674	4080.427562
675	4080.425025
676	4080.422432
677	4080.419237
678	4080.415446
679	4080.411726
680	4080.330098
681	4080.326497
682	4080.311082
683	4080.307628
684	4080.29283
685	4080.208755
686	4080.205734
687	4080.185837
688	4080.182985
689	4080.180932
690	4080.179604
691	4080.175213
692	4080.1726
693	4080.16726
694	4078.518321
695	4078.51492
696	4078.511713
697	4078.505689
698	4078.430777
699	4078.426886
700	4078.390851
701	4078.380239
702	4078.360945
703	4078.356389
704	4078.349445
705	4077.756263
706	4077.504828
707	4077.501419
708	4077.481427
709	4077.223082
710	4077.077394
711	4077.070539
712	4076.919671
713	4076.91547
714	4076.91066
715	4076.906166
716	4076.901773
717	4076.898569
718	4076.881829
719	4076.878572
720	4076.877576
721	4076.869243
722	4076.868458
723	4076.864017
724	4076.859746
725	4076.857512
726	4076.852396
727	4076.697846
728	4076.666058
729	4076.657585
730	4076.476808
731	4076.472556
732	4076.469553
733	4076.465671
734	4076.457375
735	4076.450264
736	4076.448161
737	4076.444299
738	4076.434496
739	4076.429044
740	4076.427837
741	4076.424947
742	4076.422023
743	4075.980823
744	4075.89387
745	4075.880782
746	4075.879445
747	4075.724088
748	4075.722742
749	4075.706662
750	4075.685147
751	4075.680004
752	4075.669486
753	4075.666338
754	4075.664206
755	4075.4407
756	4075.439894
757	4075.43495
758	4075.432685
759	4075.429921
760	4075.414174
761	4075.409945
762	4075.40738
763	4075.401757
764	4075.38367
765	4075.36542
766	4075.364429
767	4075.362554
768	4075.361572
769	4075.35772
770	4075.353014
771	4075.194826
772	4075.187564
773	4075.170337
774	4075.169412
775	4075.133927
776	4075.097465
777	4075.096287
778	4075.094359
779	4075.092873
780	4074.68105
781	4074.67583
782	4074.646509
783	4074.644137
784	4074.634157
785	4074.621904
786	4074.618059
787	4074.615235
788	4074.39226
789	4074.389045
790	4074.386466
791	4074.383768
792	4074.377833
793	4074.376802
794	4074.374448
795	4074.370362
796	4074.367621
797	4073.974312
798	4073.936982
799	4073.932621
800	4073.928567
801	4073.894652
802	4073.435659
803	4073.429304
804	4073.426347
805	4073.347376
806	4073.343658
807	4073.342142
808	4073.340446
809	4072.586432
810	4072.569242
811	4072.562669
812	4072.551759
813	4072.549497
814	4072.538122
815	4072.537322
816	4072.535179
817	4072.004795
818	4072.001087
819	4071.990401
820	4071.988164
821	4071.984538
822	4071.982098
823	4071.980479
824	4071.748964
825	4071.745997
826	4071.482856
827	4071.479211
828	4071.473519
829	4071.45852
830	4071.33064
831	4071.316709
832	4071.120904
833	4071.119269
834	4071.117311
835	4071.103148
836	4071.067409
837	4071.065067
838	4071.062517
839	4071.06069
840	4071.049739
841	4071.029241
842	4071.026955
843	4071.024377
844	4071.022327
845	4070.986169
846	4070.982541
847	4070.465576
848	4070.461824
849	4070.46012
850	4070.457527
851	4070.453801
852	4070.452271
853	4070.450711
854	4070.376353
855	4070.367264
856	4070.365802
857	4070.219524
858	4070.217426
859	4070.20585
860	4070.202033
861	4069.624376
862	4069.623206
863	4069.588336
864	4069.401583
865	4069.393392
866	4069.391929
867	4069.290868
868	4069.287656
869	4069.270517
870	4069.269978
871	4069.101591
872	4069.09783
873	4068.949191
874	4068.946577
875	4068.944528
876	4067.733389
877	4067.688514
878	4067.685096
879	4067.538575
880	4067.521103
881	4067.519071
882	4067.225261
883	4067.223926
884	4067.220569
885	4067.100611
886	4067.09935
887	4067.000995
888	4066.989443
889	4066.988425
890	4066.913687
891	4066.181153
892	4066.177664
893	4066.174543
894	4065.230193
895	4065.227116
896	4065.223583
897	4065.14161
898	4065.138312
899	4065.121846
900	4065.118585
901	4065.117973
902	4065.114997
903	4065.110116
904	4063.827238
905	4063.822242
906	4063.818912
907	4063.818843
908	4063.814316
909	4063.812034
910	4063.811114
911	4063.801761
912	4063.078099
913	4062.671709
914	4062.668935
915	4062.666648
916	4062.6068
917	4062.603463
918	4062.602185
919	4062.585707
920	4062.583659
921	4062.580087
922	4062.214066
923	4062.212936
924	4062.210783
925	4062.158857
926	4062.155171
927	4060.648063
928	4060.645409
929	4060.639837
930	4060.291573
931	4060.289179
932	4060.287065
933	4060.285517
934	4060.270391
935	4060.253869
936	4060.225202
937	4059.54217
938	4059.531132
939	4059.523447
940	4059.522593
941	4059.519069
942	4059.515454
943	4059.514038
944	4059.512023
945	4059.510084
946	4059.508406
947	4058.674953
948	4058.673888
949	4058.67152
950	4058.630323
951	4058.607078
952	4058.601778
953	4058.202201
954	4058.200265
955	4058.19854
956	4057.893289
957	4057.296718
958	4057.293887
959	4057.29132
960	4055.665242
961	4055.663767
962	4055.659459
963	4054.963719
964	4054.958763
965	4054.407253
966	4054.404887
967	4054.393413
968	4054.389378
969	4054.387273
970	4054.254686
971	4054.253262
972	4054.250218
973	4054.242735
974	4054.225655
975	4054.223457
976	4054.22178
977	4054.219499
978	4054.218268
979	4054.213193
980	4054.207041
981	4054.204116
982	4054.204005
983	4054.173175
984	4054.17296
985	4054.169428
986	4054.157494
987	4054.147047
988	4054.14591
989	4053.332564
990	4052.404694
991	4050.786207
992	4050.782498
993	4050.743327
994	4050.717677
995	4050.71658
996	4050.714985
997	4050.711007
998	4050.708471
999	4050.066364
